R,G,B,Class
252,253,252,z
251,253,252,z
250,252,252,z
249,252,252,z
249,252,252,z
242,248,253,z
166,186,234,z
129,153,219,z
123,148,220,z
129,160,233,z
135,175,248,z
134,177,250,z
131,175,249,z
130,173,249,z
131,175,252,z
132,176,252,z
131,176,252,z
130,175,252,z
128,174,251,z
121,167,247,z
107,148,232,z
93,122,206,z
88,113,193,z
87,109,187,z
86,108,185,z
87,108,184,z
87,106,180,z
85,104,176,z
85,103,174,z
85,103,172,z
86,103,172,z
91,107,174,z
118,131,189,z
152,161,211,z
67,44,44,z
66,43,42,z
66,43,41,z
66,42,41,z
66,42,40,z
66,41,39,z
65,41,39,z
65,41,38,z
65,41,38,z
65,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,43,38,z
68,43,39,z
69,43,39,z
69,44,39,z
70,44,39,z
71,44,40,z
74,46,41,z
79,50,44,z
95,65,54,z
131,109,88,z
142,122,99,z
67,45,44,z
66,43,42,z
66,43,41,z
66,42,41,z
66,42,40,z
66,41,39,z
65,41,39,z
65,41,38,z
65,41,38,z
65,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
67,43,39,z
68,43,39,z
69,43,39,z
69,44,39,z
70,44,40,z
71,44,40,z
73,46,41,z
77,49,43,z
98,68,56,z
123,98,79,z
140,121,98,z
67,44,44,z
67,43,42,z
66,43,41,z
66,42,41,z
66,42,40,z
66,42,39,z
65,41,39,z
65,41,38,z
65,41,38,z
65,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
67,43,39,z
68,43,39,z
69,43,39,z
69,44,39,z
70,44,40,z
71,44,40,z
72,45,40,z
79,50,43,z
99,69,57,z
120,95,76,z
140,121,98,z
67,44,43,z
67,43,42,z
66,42,41,z
66,42,41,z
66,42,40,z
66,42,40,z
66,41,39,z
66,41,38,z
66,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
68,43,39,z
68,43,39,z
69,43,39,z
70,44,39,z
70,44,40,z
71,45,40,z
73,46,41,z
79,50,44,z
99,70,57,z
127,103,83,z
142,124,100,z
67,44,43,z
67,43,42,z
66,42,41,z
66,42,41,z
66,42,40,z
66,42,40,z
66,42,39,z
66,41,38,z
66,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
68,43,39,z
68,43,39,z
69,43,39,z
70,44,39,z
71,44,40,z
72,45,40,z
73,46,41,z
80,51,44,z
104,76,62,z
131,109,87,z
145,127,102,z
67,44,43,z
67,43,42,z
66,43,41,z
66,42,41,z
66,42,40,z
66,42,40,z
66,41,39,z
66,41,38,z
66,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
67,42,38,z
68,43,39,z
69,43,39,z
69,43,39,z
70,44,40,z
71,44,40,z
73,45,40,z
75,46,41,z
82,52,45,z
107,79,64,z
135,113,90,z
147,129,103,z
67,44,43,z
67,43,42,z
66,43,41,z
66,43,41,z
66,42,40,z
66,42,39,z
66,41,39,z
66,41,38,z
66,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
67,42,39,z
68,43,39,z
69,43,39,z
70,44,39,z
71,44,40,z
72,44,40,z
74,46,41,z
76,47,42,z
84,54,46,z
108,79,64,z
135,112,90,z
147,129,103,z
67,45,43,z
67,44,42,z
66,43,41,z
66,43,40,z
66,42,40,z
66,42,39,z
65,41,39,z
65,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
67,42,39,z
68,43,39,z
69,43,39,z
70,44,40,z
71,44,40,z
71,44,40,z
73,45,41,z
76,47,42,z
87,56,48,z
110,80,66,z
135,112,90,z
148,130,104,z
67,44,43,z
66,44,42,z
66,43,41,z
66,43,40,z
66,42,40,z
66,42,39,z
65,41,39,z
65,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
68,42,39,z
68,43,39,z
69,43,39,z
70,44,40,z
70,44,40,z
71,44,40,z
73,45,41,z
77,47,42,z
87,56,48,z
111,82,67,z
135,111,90,z
148,129,103,z
67,44,42,z
66,43,42,z
66,43,41,z
66,43,40,z
66,42,40,z
66,42,39,z
65,41,39,z
66,41,38,z
66,41,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
66,42,38,z
67,42,38,z
68,42,39,z
68,43,39,z
69,43,39,z
70,43,39,z
71,44,40,z
72,45,40,z
73,45,41,z
76,47,42,z
87,55,48,z
112,82,67,z
136,112,90,z
148,128,103,z
141,127,110,r
140,126,110,r
140,126,110,r
140,126,110,r
140,126,110,r
140,125,110,r
139,125,109,r
138,122,108,r
132,115,103,r
110,81,78,r
99,58,61,r
98,54,58,r
97,52,57,r
97,51,56,r
97,50,55,r
96,50,54,r
96,49,53,r
96,48,53,r
96,48,52,r
96,48,52,r
95,48,51,r
95,48,51,r
94,48,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,52,r
94,48,51,r
95,48,51,r
95,48,51,r
95,48,51,r
96,48,50,r
96,49,50,r
97,49,50,r
97,50,50,r
97,50,50,r
98,51,50,r
99,52,51,r
100,54,52,r
103,59,55,r
118,84,73,r
138,116,98,r
142,125,105,r
142,126,107,r
142,126,107,r
142,127,108,r
142,127,109,r
142,128,109,r
142,128,109,r
141,128,110,r
141,128,110,r
141,129,111,r
141,128,112,r
141,128,112,r
140,127,111,r
140,126,111,r
140,126,111,r
140,127,112,r
140,126,111,r
138,122,109,r
131,112,102,r
112,86,82,r
96,61,62,r
94,54,57,r
94,53,56,r
94,52,55,r
94,52,54,r
93,51,53,r
94,50,52,r
94,50,52,r
95,50,51,r
95,49,51,r
96,49,50,r
96,49,50,r
97,49,50,r
97,49,50,r
98,49,50,r
98,48,50,r
99,48,50,r
99,48,50,r
100,47,50,r
100,47,50,r
100,47,50,r
100,47,50,r
100,47,51,r
100,47,51,r
100,48,51,r
100,48,51,r
99,48,51,r
99,49,51,r
99,50,51,r
99,50,51,r
99,51,52,r
99,52,52,r
100,54,53,r
102,57,55,r
115,76,69,r
140,115,99,r
143,123,104,r
144,126,106,r
144,127,107,r
145,128,107,r
141,127,110,r
140,126,109,r
140,126,109,r
140,125,109,r
140,125,109,r
139,125,109,r
139,124,109,r
137,121,107,r
129,110,99,r
108,76,75,r
99,56,60,r
97,53,57,r
97,51,56,r
96,50,55,r
96,49,54,r
96,49,54,r
96,49,53,r
96,48,52,r
96,48,51,r
95,48,51,r
95,48,51,r
95,48,51,r
94,48,50,r
94,48,50,r
94,48,50,r
93,48,50,r
94,49,50,r
94,49,51,r
94,49,51,r
94,49,51,r
94,49,51,r
94,48,51,r
94,48,51,r
94,48,51,r
95,48,50,r
95,48,50,r
96,48,50,r
96,48,50,r
96,48,49,r
97,49,49,r
97,50,50,r
97,50,50,r
98,51,50,r
99,53,51,r
101,57,54,r
115,79,70,r
136,112,95,r
142,124,105,r
142,125,106,r
142,126,107,r
142,126,107,r
142,127,108,r
142,128,109,r
142,128,109,r
142,128,110,r
141,128,110,r
141,128,111,r
141,128,111,r
141,128,112,r
140,127,111,r
140,126,111,r
140,126,111,r
140,126,111,r
139,125,111,r
138,122,109,r
130,110,100,r
110,83,80,r
97,61,63,r
94,54,57,r
93,52,55,r
93,52,54,r
93,51,53,r
93,50,53,r
93,50,52,r
94,49,51,r
95,49,51,r
95,49,51,r
96,49,50,r
96,49,50,r
96,49,50,r
97,49,49,r
97,48,49,r
98,48,49,r
99,48,49,r
99,47,49,r
100,47,49,r
100,47,49,r
100,47,50,r
100,47,50,r
100,47,50,r
100,47,51,r
100,47,50,r
99,47,51,r
99,48,51,r
99,49,51,r
99,49,51,r
98,50,51,r
98,50,51,r
98,51,51,r
99,53,52,r
101,56,54,r
116,78,71,r
136,108,94,r
144,124,105,r
145,127,106,r
145,128,107,r
145,128,107,r
141,127,110,r
140,126,109,r
140,126,109,r
140,125,109,r
139,125,109,r
139,125,109,r
139,124,109,r
137,121,107,r
125,103,94,r
103,66,68,r
97,53,58,r
96,51,56,r
96,50,55,r
96,49,54,r
96,49,53,r
96,48,53,r
96,48,52,r
96,47,52,r
95,47,51,r
95,47,50,r
95,47,50,r
95,47,50,r
94,47,50,r
94,48,50,r
94,48,50,r
93,48,50,r
93,48,50,r
93,48,50,r
93,48,50,r
93,48,50,r
93,48,50,r
94,48,50,r
94,48,50,r
94,47,50,r
95,47,50,r
95,47,49,r
95,47,49,r
96,48,49,r
96,48,49,r
96,49,49,r
97,49,49,r
97,49,49,r
97,50,49,r
98,51,49,r
100,55,52,r
110,71,63,r
133,107,91,r
141,122,103,r
142,124,105,r
142,125,106,r
142,126,107,r
142,127,108,r
142,127,109,r
142,128,109,r
142,128,110,r
142,128,110,r
142,128,111,r
141,128,111,r
141,127,111,r
141,127,111,r
140,126,111,r
140,126,111,r
140,126,111,r
140,125,110,r
137,121,108,r
129,108,99,r
108,80,78,r
96,59,61,r
93,53,56,r
93,51,54,r
93,51,53,r
93,50,53,r
93,50,52,r
93,49,51,r
94,49,51,r
94,49,50,r
95,49,50,r
95,49,49,r
96,48,49,r
96,48,49,r
97,48,49,r
97,48,49,r
98,47,48,r
98,47,48,r
99,47,48,r
99,46,48,r
100,46,49,r
100,46,49,r
100,46,49,r
100,46,50,r
100,47,50,r
100,47,50,r
99,47,50,r
99,48,50,r
99,48,50,r
98,49,50,r
98,49,50,r
98,49,50,r
98,50,50,r
98,51,51,r
100,54,53,r
108,67,62,r
132,102,89,r
143,123,104,r
145,127,106,r
145,128,107,r
145,128,107,r
141,127,109,r
141,126,109,r
140,126,109,r
140,125,109,r
139,125,108,r
139,124,108,r
139,124,108,r
136,119,105,r
118,93,87,r
100,61,64,r
96,52,56,r
96,50,55,r
96,50,55,r
95,49,54,r
95,48,52,r
95,48,52,r
95,47,52,r
95,47,51,r
95,46,50,r
95,46,49,r
95,46,49,r
95,46,49,r
94,47,49,r
94,47,49,r
94,47,49,r
94,47,49,r
93,47,49,r
93,47,49,r
93,47,49,r
93,47,49,r
93,47,49,r
93,47,49,r
94,47,49,r
94,47,49,r
94,47,49,r
94,46,48,r
95,46,48,r
95,47,48,r
95,48,48,r
96,48,49,r
96,47,48,r
96,48,48,r
97,49,49,r
97,50,48,r
99,53,50,r
107,66,59,r
130,100,86,r
141,119,101,r
142,123,104,r
143,125,106,r
143,126,107,r
143,126,107,r
143,127,108,r
143,127,109,r
142,128,109,r
142,128,110,r
142,128,110,r
142,128,111,r
141,127,110,r
141,126,110,r
141,126,110,r
140,125,110,r
140,125,110,r
140,124,110,r
138,121,107,r
127,105,96,r
105,74,73,r
95,56,59,r
93,52,55,r
93,50,53,r
93,50,52,r
93,49,52,r
93,49,51,r
93,49,51,r
94,48,50,r
94,48,50,r
95,48,49,r
95,48,49,r
95,48,49,r
96,48,48,r
97,48,48,r
97,47,48,r
98,46,48,r
98,46,48,r
99,46,48,r
99,46,48,r
100,45,48,r
100,45,48,r
100,46,48,r
100,46,49,r
99,46,49,r
99,46,49,r
99,46,49,r
98,47,49,r
98,47,49,r
98,48,50,r
98,49,49,r
97,48,49,r
97,49,49,r
97,50,49,r
99,53,51,r
106,64,59,r
131,100,87,r
143,122,103,r
145,126,106,r
145,127,106,r
145,128,106,r
141,127,109,r
141,126,109,r
141,126,109,r
140,125,108,r
140,125,108,r
139,124,108,r
138,123,107,r
132,113,100,r
113,83,80,r
98,57,61,r
95,50,55,r
95,49,54,r
95,48,53,r
95,48,53,r
95,47,52,r
95,46,51,r
95,46,50,r
95,45,50,r
95,45,49,r
95,45,48,r
95,45,48,r
94,45,48,r
94,45,48,r
94,46,48,r
94,46,48,r
94,46,48,r
93,46,48,r
93,46,48,r
93,46,48,r
93,46,48,r
93,46,48,r
93,46,48,r
93,46,48,r
94,46,48,r
94,46,47,r
94,46,47,r
94,45,47,r
94,46,47,r
94,46,47,r
95,47,47,r
95,47,47,r
95,47,47,r
96,48,47,r
96,48,47,r
97,50,48,r
104,62,56,r
130,100,85,r
142,120,101,r
143,123,104,r
143,125,105,r
143,125,106,r
143,126,107,r
143,126,107,r
143,127,108,r
143,127,108,r
143,128,109,r
142,128,110,r
142,127,110,r
142,126,109,r
141,126,109,r
141,125,109,r
141,125,109,r
140,124,109,r
140,124,108,r
138,120,106,r
127,104,95,r
102,69,69,r
94,54,57,r
93,50,53,r
93,49,52,r
93,49,51,r
93,48,51,r
93,48,50,r
93,48,50,r
93,47,49,r
94,47,48,r
94,47,48,r
95,47,48,r
95,47,48,r
96,47,48,r
96,47,48,r
97,46,47,r
97,46,47,r
98,45,47,r
99,45,47,r
99,45,47,r
99,45,47,r
99,45,47,r
99,45,47,r
99,45,47,r
99,45,48,r
99,45,48,r
98,45,48,r
98,46,48,r
97,46,48,r
97,47,48,r
97,47,48,r
97,48,48,r
96,48,48,r
97,49,49,r
98,52,50,r
108,66,61,r
131,100,87,r
143,121,102,r
145,126,105,r
145,127,106,r
145,127,106,r
141,127,108,r
140,126,108,r
140,126,108,r
140,125,107,r
139,124,107,r
139,123,106,r
137,120,104,r
128,108,96,r
108,75,74,r
95,52,56,r
94,49,54,r
94,47,52,r
94,47,51,r
94,46,51,r
94,45,50,r
94,45,50,r
94,45,49,r
94,44,48,r
94,44,48,r
94,44,47,r
94,44,47,r
94,44,47,r
94,44,47,r
94,44,47,r
94,45,47,r
94,45,47,r
93,45,47,r
93,45,47,r
93,45,47,r
93,45,46,r
93,45,46,r
93,45,46,r
93,45,46,r
93,45,46,r
93,45,46,r
93,45,46,r
93,44,46,r
93,45,45,r
93,45,45,r
94,45,45,r
94,46,46,r
94,46,45,r
94,46,45,r
95,46,45,r
96,48,46,r
103,60,55,r
130,100,85,r
142,120,102,r
143,123,104,r
143,124,105,r
143,125,105,r
143,125,106,r
143,126,107,r
143,126,107,r
143,127,108,r
143,127,108,r
143,127,108,r
142,126,108,r
142,126,108,r
141,125,108,r
141,124,108,r
140,124,107,r
140,123,107,r
139,122,106,r
137,118,104,r
125,101,92,r
102,68,68,r
94,53,56,r
93,49,52,r
93,48,51,r
93,47,50,r
93,47,49,r
93,47,49,r
93,46,48,r
93,46,48,r
93,46,47,r
94,46,47,r
94,46,47,r
95,46,47,r
96,46,47,r
96,46,47,r
96,45,46,r
97,45,46,r
97,44,45,r
98,44,46,r
99,44,46,r
99,44,46,r
99,44,46,r
99,43,46,r
99,44,46,r
99,44,46,r
98,44,46,r
98,44,46,r
97,44,46,r
97,45,46,r
97,46,47,r
96,46,47,r
96,47,46,r
96,47,46,r
96,48,47,r
98,51,49,r
107,65,60,r
130,98,86,r
142,120,101,r
144,125,104,r
144,126,105,r
144,126,105,r
141,126,108,r
140,126,107,r
140,125,107,r
139,125,106,r
139,124,106,r
138,123,105,r
136,120,103,r
127,107,95,r
101,63,65,r
95,51,55,r
93,47,52,r
93,46,50,r
93,45,50,r
93,44,49,r
93,44,48,r
93,43,48,r
93,43,48,r
94,43,47,r
94,43,47,r
94,43,46,r
94,43,46,r
94,43,46,r
94,43,46,r
94,43,46,r
94,44,45,r
93,44,45,r
93,44,45,r
93,44,45,r
93,44,45,r
93,44,45,r
92,44,45,r
92,44,45,r
92,44,45,r
92,44,45,r
92,44,45,r
92,44,45,r
92,44,44,r
92,44,44,r
92,44,44,r
93,45,44,r
93,45,44,r
93,45,44,r
93,44,44,r
94,45,44,r
95,47,45,r
104,61,55,r
129,97,83,r
142,119,100,r
144,123,103,r
144,124,104,r
144,125,105,r
144,125,106,r
143,125,106,r
143,126,107,r
143,126,107,r
143,126,107,r
143,126,107,r
142,126,107,r
142,125,107,r
141,124,107,r
141,123,106,r
140,123,106,r
139,121,105,r
139,120,104,r
136,116,101,r
125,101,91,r
106,74,72,r
95,55,57,r
93,49,52,r
92,47,50,r
92,46,49,r
92,46,49,r
92,46,48,r
92,46,47,r
92,45,47,r
93,45,46,r
93,45,46,r
94,45,46,r
94,45,46,r
95,45,46,r
96,45,46,r
96,44,45,r
97,44,45,r
97,44,45,r
98,43,45,r
98,43,45,r
98,43,45,r
99,43,45,r
98,42,45,r
98,43,45,r
98,43,45,r
98,43,45,r
97,43,45,r
97,43,45,r
96,44,45,r
96,45,45,r
96,45,45,r
95,45,45,r
95,46,45,r
95,47,45,r
96,49,47,r
104,61,56,r
129,97,85,r
142,119,100,r
144,124,103,r
144,125,103,r
144,125,103,r
141,126,107,r
140,126,106,r
140,125,106,r
139,125,106,r
139,124,105,r
138,123,105,r
135,120,102,r
125,104,92,r
104,69,68,r
94,51,55,r
92,46,50,r
92,44,49,r
92,44,49,r
92,43,48,r
93,43,48,r
93,43,47,r
93,42,47,r
93,42,46,r
94,42,46,r
94,42,46,r
94,42,45,r
94,42,45,r
94,42,45,r
94,43,45,r
93,43,44,r
93,43,44,r
93,43,45,r
93,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,43,r
92,43,43,r
92,43,43,r
92,44,43,r
93,44,43,r
93,44,43,r
93,44,43,r
93,44,43,r
95,47,45,r
101,57,52,r
125,92,78,r
143,120,101,r
143,122,102,r
144,123,104,r
144,124,104,r
144,125,105,r
144,125,105,r
143,125,106,r
143,126,106,r
143,126,107,r
143,126,107,r
142,126,107,r
142,125,106,r
141,124,106,r
141,123,106,r
140,123,106,r
140,122,105,r
139,120,104,r
137,116,101,r
130,108,96,r
111,81,77,r
95,55,57,r
92,49,51,r
92,47,49,r
92,46,48,r
92,46,48,r
92,45,47,r
92,45,47,r
92,45,46,r
92,44,46,r
93,44,45,r
93,44,45,r
94,44,45,r
94,44,45,r
95,44,45,r
96,44,44,r
96,43,44,r
97,43,44,r
97,43,44,r
98,42,44,r
98,42,44,r
98,42,44,r
98,42,44,r
98,42,44,r
98,42,44,r
97,42,44,r
97,42,44,r
96,43,44,r
96,43,44,r
96,44,44,r
95,44,44,r
95,45,44,r
95,45,44,r
95,46,44,r
96,48,46,r
104,63,56,r
128,97,83,r
141,118,99,r
144,124,102,r
144,124,103,r
144,125,103,r
141,126,107,r
140,126,106,r
140,126,106,r
139,125,105,r
139,125,105,r
139,124,105,r
137,122,104,r
128,110,95,r
108,78,74,r
94,51,54,r
92,45,50,r
92,44,48,r
92,43,48,r
93,43,48,r
93,43,48,r
93,42,47,r
93,42,46,r
93,41,46,r
93,41,45,r
94,41,45,r
94,42,45,r
94,42,45,r
94,42,44,r
94,42,44,r
93,42,44,r
93,43,44,r
93,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
91,43,44,r
91,43,44,r
92,43,43,r
92,43,43,r
92,42,43,r
92,42,43,r
91,42,43,r
92,43,43,r
92,43,43,r
92,43,43,r
92,43,43,r
92,43,42,r
93,44,42,r
95,47,44,r
99,55,50,r
125,91,78,r
142,117,99,r
143,122,102,r
144,123,103,r
144,124,104,r
144,124,104,r
144,125,105,r
143,125,105,r
143,125,106,r
143,126,106,r
143,126,106,r
142,125,106,r
142,125,106,r
141,124,106,r
141,123,106,r
141,123,105,r
140,122,105,r
139,120,104,r
138,118,102,r
134,112,99,r
106,74,71,r
94,54,56,r
92,49,51,r
91,46,49,r
91,46,48,r
91,45,47,r
91,45,46,r
92,45,46,r
92,44,46,r
92,44,45,r
93,44,45,r
93,44,45,r
93,44,44,r
94,44,44,r
95,44,44,r
95,43,44,r
96,43,44,r
97,43,44,r
97,42,44,r
98,42,43,r
98,42,43,r
98,41,43,r
98,41,43,r
98,41,44,r
98,41,44,r
97,42,44,r
97,42,44,r
96,42,43,r
96,43,43,r
95,43,44,r
95,44,43,r
95,44,44,r
95,45,44,r
95,46,44,r
95,47,45,r
99,55,50,r
128,97,83,r
141,118,99,r
143,123,102,r
144,125,103,r
144,126,103,r
141,127,107,r
140,126,106,r
140,126,106,r
140,126,106,r
139,125,105,r
139,124,105,r
137,122,103,r
132,116,99,r
109,79,75,r
94,51,54,r
92,46,50,r
92,44,49,r
92,44,48,r
93,44,48,r
93,43,48,r
93,42,47,r
93,42,46,r
93,41,46,r
93,41,45,r
94,41,45,r
94,41,45,r
94,42,44,r
94,42,44,r
94,42,44,r
93,42,44,r
93,42,44,r
93,43,44,r
92,43,44,r
92,43,44,r
92,43,44,r
91,43,44,r
91,43,44,r
91,43,43,r
92,43,43,r
92,43,43,r
92,42,43,r
92,42,43,r
91,42,42,r
92,42,43,r
92,43,43,r
92,43,43,r
92,44,43,r
92,43,42,r
93,44,42,r
94,45,43,r
102,59,53,r
131,100,85,r
141,117,98,r
144,122,102,r
144,123,103,r
144,124,104,r
144,124,104,r
144,125,105,r
144,125,105,r
143,125,106,r
143,126,106,r
142,125,106,r
142,125,106,r
142,125,106,r
141,124,106,r
141,123,106,r
141,123,105,r
140,122,105,r
140,120,104,r
138,119,103,r
131,108,96,r
105,72,70,r
94,54,55,r
92,48,50,r
91,46,49,r
91,46,48,r
91,45,47,r
91,44,46,r
92,44,46,r
92,45,46,r
92,44,45,r
93,44,45,r
93,44,45,r
93,44,44,r
94,44,44,r
95,44,44,r
95,43,44,r
96,43,44,r
97,43,44,r
97,42,44,r
98,42,43,r
98,42,43,r
98,41,43,r
98,41,43,r
98,41,43,r
98,41,43,r
97,42,44,r
97,42,44,r
96,42,43,r
96,43,43,r
95,43,43,r
95,44,43,r
95,44,43,r
95,45,43,r
94,45,43,r
95,47,44,r
101,58,52,r
126,94,81,r
141,119,99,r
143,123,102,r
144,126,103,r
145,126,103,r
